58|brain-injury-week-2018|2018-05-25 14:22:33|1000019293667561473|0.0|1.0|0.0|0.0||I felt I had lost my dad even though he hadn’t died.  As part of our  campaign, Jules told us|elleisa4|23|998112087715987456|brain-injury-week-2018
38|brain-injury-week-2018|2018-05-25 18:36:09|1000083114956345344|0.0|1.0|0.0|0.0||, a journey across the , and much more...Read all about the celebrations held|childreninni|22|1000009339430584322|brain-injury-week-2018
11|brain-injury-week-2018|2018-05-25 20:34:44|1000112954463924224|0.0|1.0|0.0|0.0||, a journey across the , and much more...Read all about the celebrations held|annamccloskey41|21|1000009339430584322|brain-injury-week-2018
128|brain-injury-week-2018|2018-05-26 06:42:26|1000265886941499393|0.0|1.0|0.0|0.0||Congratulation . You support throughout the year and your support and team effort has been|lblawpi|20|999929564938694657|brain-injury-week-2018
56|brain-injury-week-2018|2018-05-26 10:38:53|1000325393117794306|0.0|1.0|0.0|0.0||A great article . Thanks|drpas84ele|19|997066416011464709|brain-injury-week-2018
140|brain-injury-week-2018|2018-05-26 12:50:47|1000358588647436288|0.0|1.0|0.0|0.0||Alle Abiprüfungen sind weg. Gibt kein schöneres Gefühl 😍 und danke an für eure Hilfe. Wäre sonst alles viel|mind_cheats|18|996659881506754560|brain-injury-week-2018
156|brain-injury-week-2018|2018-05-27 02:15:10|1000561015711387648|0.0|1.0|0.0|0.0||PLEASE give me a few precious moments of your time!🙏🏻 Today kicks off  have asked us to help people|oneworldonepeo1|17|996112338867671041|brain-injury-week-2018
68|brain-injury-week-2018|2018-05-27 19:09:24|1000816257095077891|0.0|1.0|0.0|0.0||Last week, to coincide with  launched a new support service for young people with acquired brain|global_bia|16|999605984321593344|brain-injury-week-2018
51|brain-injury-week-2018|2018-05-27 19:14:07|1000817441809854464|0.0|1.0|0.0|0.0||Last week, to coincide with  launched a new support service for young people with acquired brain|dancingangel81|15|999605984321593344|brain-injury-week-2018
177|brain-injury-week-2018|2018-05-28 15:41:27|1001126310935171072|0.0|1.0|0.0|0.0||in ihrem neuen Video "Jetzt ist es elf, ich bin vor einer halben Stunde aufgestanden." ... "Ich geh|seesuechtige|14|997899931594756096|brain-injury-week-2018
177|dementia-action-week-2018|2018-05-29 11:42:12|1001428491051683841|0.0|1.0|0.0|0.0||Thank you to everyone who joined us for our events, activities &amp; training for . Also, special|thecurveslough|145|1001400240883236865|dementia-action-week-2018
156|dementia-action-week-2018|2018-05-29 11:42:31|1001428569829101568|0.0|1.0|0.0|0.0||Thank you to everyone who joined us for our events, activities &amp; training for . Also, special|sloughlibraries|144|1001400240883236865|dementia-action-week-2018
150|dementia-action-week-2018|2018-05-29 12:00:30|1001433095063638016|0.0|1.0|0.0|0.0||has ended. Have your say about how you can help make your surroundings dementia friendly, how to|seapadvocacy|143|1001100942031441920|dementia-action-week-2018
113|dementia-action-week-2018|2018-05-29 12:03:54|1001433952396169221|0.0|1.0|0.0|0.0||This week, we were delighted to host our roundtable on the power of music for dementia, in partnership with|mattrigby88|142|999984064311504897|dementia-action-week-2018
48|dementia-action-week-2018|2018-05-29 12:18:46|1001437694113800192|0.0|1.0|0.0|0.0||Our researchers are aiming to find ways that we call all safeguard our mental health and wellbeing by investigating|creid_minerva|141|998476035606892544|dementia-action-week-2018
29|dementia-action-week-2018|2018-05-29 12:28:18|1001440093180219393|0.0|1.0|0.0|0.0||This week is . Dementia is not a natural part of aging, it is a syndrome associated with an ongoing|calmtraining1|140|998473673085472768|dementia-action-week-2018
61|dementia-action-week-2018|2018-05-29 12:28:27|1001440128500404224|0.0|1.0|0.0|0.0||Wonderful to see inspiring others to pick up the intergenerational baton  - even more|drivenbyhealth1|139|1000025975659356161|dementia-action-week-2018
76|dementia-action-week-2018|2018-05-29 12:29:10|1001440312013869056|0.0|1.0|0.0|0.0||There are 45,000 people in the UK under 65 with dementia, meaning many are being diagnosed while still in employment. This|hammell_ann|138|999334323311595520|dementia-action-week-2018
41|dementia-action-week-2018|2018-05-29 12:30:51|1001440732589281281|0.0|1.0|0.0|0.0||We’re marking with a free drop in event in The Woolwich Centre Library until 3pm. Pop down for|cllrg2013|137|999635835120218112|dementia-action-week-2018
168|dementia-action-week-2018|2018-05-29 12:40:33|1001443174982868993|0.0|1.0|0.0|0.0||POhWER advocate Jenny was at the event at Michael Flanders Resource Centre today raising|stephan84533574|136|1000038875014877186|dementia-action-week-2018
31|dementia-action-week-2018|2018-05-29 12:53:03|1001446322254295040|0.0|1.0|0.0|0.0||Many thanks to all the speakers at our Dementia Awareness Day today; informative sessions on all the ways we and our|careinstockport|135|1000039143039225857|dementia-action-week-2018
67|dementia-action-week-2018|2018-05-29 13:07:28|1001449948922163201|0.0|1.0|0.0|0.0||“I haven’t seen one of these in years!” Exploring the suitcase with Bluebell Park Apartments|firstark|134|1001423917372919808|dementia-action-week-2018
127|dementia-action-week-2018|2018-05-29 13:39:49|1001458089843986432|0.0|1.0|0.0|0.0||, and  have launched a video urging people with memory concerns to see their GP.|nhsleicester|133|1000361339490131968|dementia-action-week-2018
58|dementia-action-week-2018|2018-05-29 13:41:33|1001458526324215813|0.0|1.0|0.0|0.0||So here it is... For &amp; please enjoy the teams 1st (poor) attempt at comedy!|djdavebeeson|132|998916530145562624|dementia-action-week-2018
40|dementia-action-week-2018|2018-05-29 13:44:00|1001459144417792000|0.0|1.0|0.0|0.0||The number of people living with both and is growing. We have written a booklet with to|clarriots|131|999959604401524736|dementia-action-week-2018
133|dementia-action-week-2018|2018-05-29 14:11:50|1001466149106831360|0.0|1.0|0.0|0.0||Some of our Dementia Friends|otbcnmtd|130|999693112472678400|dementia-action-week-2018
134|dementia-action-week-2018|2018-05-29 14:11:57|1001466178404012032|0.0|1.0|0.0|0.0||Looking fab ! Thank you for your support! 🍊|otbcnmtd|129|999613654197850112|dementia-action-week-2018
135|dementia-action-week-2018|2018-05-29 14:12:07|1001466218329624576|0.0|1.0|0.0|0.0||Learning about dementia with staff &amp; Tennants of Castle Mall.|otbcnmtd|128|999588750014509057|dementia-action-week-2018
