58|brain-injury-week-2018|2018-05-25 14:22:33|1000019293667561473|0.0|1.0|0.0|0.0||I felt I had lost my dad even though he hadn’t died.  As part of our  campaign, Jules told us|elleisa4|46
78|brain-injury-week-2018|2018-05-25 14:45:45|1000025129513086978|0.0|0.0|4.0|0.0||Check out these fabulous pics from at Great American Specialty Affinity! Thank you so much for raising funds and awareness - you are !! 👍👍👑👑|headwaybristol|45
38|brain-injury-week-2018|2018-05-25 18:36:09|1000083114956345344|0.0|1.0|0.0|0.0||, a journey across the , and much more...Read all about the celebrations held|childreninni|44
11|brain-injury-week-2018|2018-05-25 20:34:44|1000112954463924224|0.0|1.0|0.0|0.0||, a journey across the , and much more...Read all about the celebrations held|annamccloskey41|43
128|brain-injury-week-2018|2018-05-26 06:42:26|1000265886941499393|0.0|1.0|0.0|0.0||Congratulation . You support throughout the year and your support and team effort has been|lblawpi|40
128|brain-injury-week-2018|2018-05-26 06:42:26|1000265886941499393|0.0|1.0|0.0|0.0||Congratulation . You support throughout the year and your support and team effort has been|lblawpi|42
128|brain-injury-week-2018|2018-05-26 06:42:26|1000265886941499393|0.0|1.0|0.0|0.0||Congratulation . You support throughout the year and your support and team effort has been|lblawpi|41
56|brain-injury-week-2018|2018-05-26 10:38:53|1000325393117794306|0.0|1.0|0.0|0.0||A great article . Thanks|drpas84ele|39
56|brain-injury-week-2018|2018-05-26 10:38:53|1000325393117794306|0.0|1.0|0.0|0.0||A great article . Thanks|drpas84ele|38
140|brain-injury-week-2018|2018-05-26 12:50:47|1000358588647436288|0.0|1.0|0.0|0.0||Alle Abiprüfungen sind weg. Gibt kein schöneres Gefühl 😍 und danke an für eure Hilfe. Wäre sonst alles viel|mind_cheats|36
140|brain-injury-week-2018|2018-05-26 12:50:47|1000358588647436288|0.0|1.0|0.0|0.0||Alle Abiprüfungen sind weg. Gibt kein schöneres Gefühl 😍 und danke an für eure Hilfe. Wäre sonst alles viel|mind_cheats|37
156|brain-injury-week-2018|2018-05-27 02:15:10|1000561015711387648|0.0|1.0|0.0|0.0||PLEASE give me a few precious moments of your time!🙏🏻 Today kicks off  have asked us to help people|oneworldonepeo1|34
156|brain-injury-week-2018|2018-05-27 02:15:10|1000561015711387648|0.0|1.0|0.0|0.0||PLEASE give me a few precious moments of your time!🙏🏻 Today kicks off  have asked us to help people|oneworldonepeo1|35
64|brain-injury-week-2018|2018-05-27 15:53:50|1000767040792289280|0.0|0.0|1.0|0.0|gunnsen|Ok haha das ist echt seltsam. Vielleicht haben sie sich vertippt und meinten 2018. Alles andete ergibt überhaupt keinen Sinn...|geralt_g|33
68|brain-injury-week-2018|2018-05-27 19:09:24|1000816257095077891|0.0|1.0|0.0|0.0||Last week, to coincide with  launched a new support service for young people with acquired brain|global_bia|31
68|brain-injury-week-2018|2018-05-27 19:09:24|1000816257095077891|0.0|1.0|0.0|0.0||Last week, to coincide with  launched a new support service for young people with acquired brain|global_bia|32
51|brain-injury-week-2018|2018-05-27 19:14:07|1000817441809854464|0.0|1.0|0.0|0.0||Last week, to coincide with  launched a new support service for young people with acquired brain|dancingangel81|30
51|brain-injury-week-2018|2018-05-27 19:14:07|1000817441809854464|0.0|1.0|0.0|0.0||Last week, to coincide with  launched a new support service for young people with acquired brain|dancingangel81|29
177|brain-injury-week-2018|2018-05-28 15:41:27|1001126310935171072|0.0|1.0|0.0|0.0||in ihrem neuen Video "Jetzt ist es elf, ich bin vor einer halben Stunde aufgestanden." ... "Ich geh|seesuechtige|27
177|brain-injury-week-2018|2018-05-28 15:41:27|1001126310935171072|0.0|1.0|0.0|0.0||in ihrem neuen Video "Jetzt ist es elf, ich bin vor einer halben Stunde aufgestanden." ... "Ich geh|seesuechtige|28
177|dementia-action-week-2018|2018-05-29 11:42:12|1001428491051683841|0.0|1.0|0.0|0.0||Thank you to everyone who joined us for our events, activities &amp; training for . Also, special|thecurveslough|270
156|dementia-action-week-2018|2018-05-29 11:42:31|1001428569829101568|0.0|1.0|0.0|0.0||Thank you to everyone who joined us for our events, activities &amp; training for . Also, special|sloughlibraries|269
14|dementia-action-week-2018|2018-05-29 11:44:33|1001429080519081986|0.0|0.0|1.0|0.0||Check out my full 10-minute interview with during last week, where I spoke about caring for my Dad and my inspiration for .|anthonylemog|268
150|dementia-action-week-2018|2018-05-29 12:00:30|1001433095063638016|0.0|1.0|0.0|0.0||has ended. Have your say about how you can help make your surroundings dementia friendly, how to|seapadvocacy|267
113|dementia-action-week-2018|2018-05-29 12:03:54|1001433952396169221|0.0|1.0|0.0|0.0||This week, we were delighted to host our roundtable on the power of music for dementia, in partnership with|mattrigby88|266
48|dementia-action-week-2018|2018-05-29 12:18:46|1001437694113800192|0.0|1.0|0.0|0.0||Our researchers are aiming to find ways that we call all safeguard our mental health and wellbeing by investigating|creid_minerva|265
29|dementia-action-week-2018|2018-05-29 12:28:18|1001440093180219393|0.0|1.0|0.0|0.0||This week is . Dementia is not a natural part of aging, it is a syndrome associated with an ongoing|calmtraining1|264
61|dementia-action-week-2018|2018-05-29 12:28:27|1001440128500404224|0.0|1.0|0.0|0.0||Wonderful to see inspiring others to pick up the intergenerational baton  - even more|drivenbyhealth1|263
76|dementia-action-week-2018|2018-05-29 12:29:10|1001440312013869056|0.0|1.0|0.0|0.0||There are 45,000 people in the UK under 65 with dementia, meaning many are being diagnosed while still in employment. This|hammell_ann|262
41|dementia-action-week-2018|2018-05-29 12:30:51|1001440732589281281|0.0|1.0|0.0|0.0||We’re marking with a free drop in event in The Woolwich Centre Library until 3pm. Pop down for|cllrg2013|261
168|dementia-action-week-2018|2018-05-29 12:40:33|1001443174982868993|0.0|1.0|0.0|0.0||POhWER advocate Jenny was at the event at Michael Flanders Resource Centre today raising|stephan84533574|260
31|dementia-action-week-2018|2018-05-29 12:53:03|1001446322254295040|0.0|1.0|0.0|0.0||Many thanks to all the speakers at our Dementia Awareness Day today; informative sessions on all the ways we and our|careinstockport|259
67|dementia-action-week-2018|2018-05-29 13:07:28|1001449948922163201|0.0|1.0|0.0|0.0||“I haven’t seen one of these in years!” Exploring the suitcase with Bluebell Park Apartments|firstark|257
67|dementia-action-week-2018|2018-05-29 13:07:28|1001449948922163201|0.0|1.0|0.0|0.0||“I haven’t seen one of these in years!” Exploring the suitcase with Bluebell Park Apartments|firstark|258
127|dementia-action-week-2018|2018-05-29 13:39:49|1001458089843986432|0.0|1.0|0.0|0.0||, and  have launched a video urging people with memory concerns to see their GP.|nhsleicester|255
127|dementia-action-week-2018|2018-05-29 13:39:49|1001458089843986432|0.0|1.0|0.0|0.0||, and  have launched a video urging people with memory concerns to see their GP.|nhsleicester|253
127|dementia-action-week-2018|2018-05-29 13:39:49|1001458089843986432|0.0|1.0|0.0|0.0||, and  have launched a video urging people with memory concerns to see their GP.|nhsleicester|256
127|dementia-action-week-2018|2018-05-29 13:39:49|1001458089843986432|0.0|1.0|0.0|0.0||, and  have launched a video urging people with memory concerns to see their GP.|nhsleicester|254
58|dementia-action-week-2018|2018-05-29 13:41:33|1001458526324215813|0.0|1.0|0.0|0.0||So here it is... For &amp; please enjoy the teams 1st (poor) attempt at comedy!|djdavebeeson|252
40|dementia-action-week-2018|2018-05-29 13:44:00|1001459144417792000|0.0|1.0|0.0|0.0||The number of people living with both and is growing. We have written a booklet with to|clarriots|251
40|dementia-action-week-2018|2018-05-29 13:44:00|1001459144417792000|0.0|1.0|0.0|0.0||The number of people living with both and is growing. We have written a booklet with to|clarriots|250
42|dementia-action-week-2018|2018-05-29 13:53:48|1001461607162089472|0.0|0.0|25.0|4.0||1/2 - Hinkley Point officers, along with members of and senior management have outdone themselves and smashed the 2132km cycle challenge, cycling 2719km in total! Well done to all involved, ice baths all round!|cnchinkleypoint|248
42|dementia-action-week-2018|2018-05-29 13:53:48|1001461607162089472|0.0|0.0|25.0|4.0||1/2 - Hinkley Point officers, along with members of and senior management have outdone themselves and smashed the 2132km cycle challenge, cycling 2719km in total! Well done to all involved, ice baths all round!|cnchinkleypoint|249
133|dementia-action-week-2018|2018-05-29 14:11:50|1001466149106831360|0.0|1.0|0.0|0.0||Some of our Dementia Friends|otbcnmtd|247
134|dementia-action-week-2018|2018-05-29 14:11:57|1001466178404012032|0.0|1.0|0.0|0.0||Looking fab ! Thank you for your support! 🍊|otbcnmtd|241
134|dementia-action-week-2018|2018-05-29 14:11:57|1001466178404012032|0.0|1.0|0.0|0.0||Looking fab ! Thank you for your support! 🍊|otbcnmtd|242
134|dementia-action-week-2018|2018-05-29 14:11:57|1001466178404012032|0.0|1.0|0.0|0.0||Looking fab ! Thank you for your support! 🍊|otbcnmtd|243
134|dementia-action-week-2018|2018-05-29 14:11:57|1001466178404012032|0.0|1.0|0.0|0.0||Looking fab ! Thank you for your support! 🍊|otbcnmtd|244
134|dementia-action-week-2018|2018-05-29 14:11:57|1001466178404012032|0.0|1.0|0.0|0.0||Looking fab ! Thank you for your support! 🍊|otbcnmtd|245
134|dementia-action-week-2018|2018-05-29 14:11:57|1001466178404012032|0.0|1.0|0.0|0.0||Looking fab ! Thank you for your support! 🍊|otbcnmtd|246
135|dementia-action-week-2018|2018-05-29 14:12:07|1001466218329624576|0.0|1.0|0.0|0.0||Learning about dementia with staff &amp; Tennants of Castle Mall.|otbcnmtd|240
136|dementia-action-week-2018|2018-05-29 14:12:16|1001466256250298368|0.0|1.0|0.0|0.0||We had such a great day at  yesterday - don't you just love our stand which was beautifully by|otbcnmtd|239
136|dementia-action-week-2018|2018-05-29 14:12:16|1001466256250298368|0.0|1.0|0.0|0.0||We had such a great day at  yesterday - don't you just love our stand which was beautifully by|otbcnmtd|238
77|dementia-action-week-2018|2018-05-29 14:13:12|1001466493215870976|0.0|0.0|0.0|0.0||Memory Cafe Offers Advice &amp; Supporting During|henleyherald|237
138|dementia-action-week-2018|2018-05-29 14:17:03|1001467459931639808|0.0|1.0|0.0|0.0||1/2 - Hinkley Point officers, along with members of and senior management have outdone|paulfox109|235
138|dementia-action-week-2018|2018-05-29 14:17:03|1001467459931639808|0.0|1.0|0.0|0.0||1/2 - Hinkley Point officers, along with members of and senior management have outdone|paulfox109|234
138|dementia-action-week-2018|2018-05-29 14:17:03|1001467459931639808|0.0|1.0|0.0|0.0||1/2 - Hinkley Point officers, along with members of and senior management have outdone|paulfox109|236
25|dementia-action-week-2018|2018-05-29 14:36:53|1001472451442864129|0.0|1.0|0.0|0.0||In the aim was to encourage people to take action to improve the lives of those affected by|bptheyounger|233
65|brain-injury-week-2018|2018-05-29 14:42:34|1001473883625664513|0.0|1.0|0.0|0.0||Das Thema meines nächsten morgen: "Warum ich kein Vegetarier mehr bin". Ich denke das ist ein netter Einstieg.|germantwitchrt|26
20|dementia-action-week-2018|2018-05-29 14:50:25|1001475859113443328|0.0|0.0|9.0|4.0||A little late I know but still wanted to commend the team  for the  training last week &amp; good to meet rep from|avrilchaffeypr|232
45|dementia-action-week-2018|2018-05-29 14:57:43|1001477695342080001|0.0|1.0|0.0|0.0||A little late I know but still wanted to commend the team  for the|compege_|230
45|dementia-action-week-2018|2018-05-29 14:57:43|1001477695342080001|0.0|1.0|0.0|0.0||A little late I know but still wanted to commend the team  for the|compege_|231
110|dementia-action-week-2018|2018-05-29 14:59:01|1001478020048261120|0.0|0.0|4.0|2.0||Reflecting on Early-Stage Dementia Awareness Training and our dynamic session ahead of  last week! Great sharing practice w/  and others!|magicmearts|229
110|dementia-action-week-2018|2018-05-29 14:59:01|1001478020048261120|0.0|0.0|4.0|2.0||Reflecting on Early-Stage Dementia Awareness Training and our dynamic session ahead of  last week! Great sharing practice w/  and others!|magicmearts|228
116|dementia-action-week-2018|2018-05-29 15:09:36|1001480685025218560|0.0|0.0|18.0|5.0||Last week, as part of , our Admiral Nurses discussed (at Leighton and on ) the ongoing work to make Leighton Hospital friendly. If you'd like to hear more about the 'Everybody Knows Somebody' Dementia appeal visit|midcheshirenhs|227
181|dementia-action-week-2018|2018-05-29 15:10:01|1001480790235115520|0.0|1.0|0.0|0.0||Last week, as part of , our Admiral Nurses discussed (at Leighton and on ) the|thewishingwellp|226
181|dementia-action-week-2018|2018-05-29 15:10:01|1001480790235115520|0.0|1.0|0.0|0.0||Last week, as part of , our Admiral Nurses discussed (at Leighton and on ) the|thewishingwellp|225
26|dementia-action-week-2018|2018-05-29 15:35:45|1001487266102104065|0.0|1.0|0.0|0.0||Dementia touches many lives; 1 person develops symptoms every 3 mins. Read our guide on keeping control over your|brazlaw|224
46|dementia-action-week-2018|2018-05-29 15:50:46|1001491046436569089|0.0|1.0|0.0|0.0||A little late I know but still wanted to commend the team  for the|cornexchange|223
46|dementia-action-week-2018|2018-05-29 15:50:46|1001491046436569089|0.0|1.0|0.0|0.0||A little late I know but still wanted to commend the team  for the|cornexchange|222
187|dementia-action-week-2018|2018-05-29 15:51:23|1001491200468242436|0.0|1.0|0.0|0.0||A little late I know but still wanted to commend the team  for the|vera_harle|221
187|dementia-action-week-2018|2018-05-29 15:51:23|1001491200468242436|0.0|1.0|0.0|0.0||A little late I know but still wanted to commend the team  for the|vera_harle|220
80|dementia-action-week-2018|2018-05-29 16:01:01|1001493624784384000|0.0|1.0|0.0|0.0||“I haven’t seen one of these in years!” Exploring the suitcase with Bluebell Park Apartments|house_memories|218
80|dementia-action-week-2018|2018-05-29 16:01:01|1001493624784384000|0.0|1.0|0.0|0.0||“I haven’t seen one of these in years!” Exploring the suitcase with Bluebell Park Apartments|house_memories|219
118|dementia-action-week-2018|2018-05-29 16:29:12|1001500717587353605|0.0|1.0|0.0|0.0||Let's say "thank you" to hard working carers everywhere in|momstaxi104|217
35|dementia-action-week-2018|2018-05-29 16:39:26|1001503292139110400|0.0|1.0|0.0|0.0||Last week, as part of , our Admiral Nurses discussed (at Leighton and on ) the|cerishodgkison|215
35|dementia-action-week-2018|2018-05-29 16:39:26|1001503292139110400|0.0|1.0|0.0|0.0||Last week, as part of , our Admiral Nurses discussed (at Leighton and on ) the|cerishodgkison|216
194|dementia-action-week-2018|2018-05-29 16:46:08|1001504980052803585|0.0|1.0|0.0|0.0||Let's say "thank you" to hard working carers everywhere in|womanleader|214
170|dementia-action-week-2018|2018-05-29 16:46:42|1001505119198957569|0.0|1.0|0.0|0.0||The is already happening. Unless your property and assets are in a trust,|sugarloaf147|213
170|dementia-action-week-2018|2018-05-29 16:46:42|1001505119198957569|0.0|1.0|0.0|0.0||The is already happening. Unless your property and assets are in a trust,|sugarloaf147|212
170|dementia-action-week-2018|2018-05-29 16:46:42|1001505119198957569|0.0|1.0|0.0|0.0||The is already happening. Unless your property and assets are in a trust,|sugarloaf147|211
165|dementia-action-week-2018|2018-05-29 16:48:46|1001505639343054850|0.0|1.0|0.0|0.0||The is already happening. Unless your property and assets are in a trust,|sphenefan|210
165|dementia-action-week-2018|2018-05-29 16:48:46|1001505639343054850|0.0|1.0|0.0|0.0||The is already happening. Unless your property and assets are in a trust,|sphenefan|209
165|dementia-action-week-2018|2018-05-29 16:48:46|1001505639343054850|0.0|1.0|0.0|0.0||The is already happening. Unless your property and assets are in a trust,|sphenefan|208
66|brain-injury-week-2018|2018-05-29 17:12:56|1001511724518924288|0.0|1.0|0.0|0.0||Wer hat diese Woche noch zwei Abiprüfungen, während so viele schon fertig sind? Ich. Hält mich das davon ab, ständig|germantwitchrt|25
141|dementia-action-week-2018|2018-05-29 17:17:38|1001512905253294082|0.0|0.0|1.0|1.0||Check out our recent blogs from Ramsdens Private Client and team for -|ramsdensfamily|207
178|dementia-action-week-2018|2018-05-29 17:17:57|1001512983787290625|0.0|1.0|0.0|0.0||Do you know how important it's for a person with dementia to feel you and to be hugged? It means the world when you are|thedawnmethod|206
